timestamp,fermentador,T,SP,banda,cold,hot,nutricion_activa,freq_nut
2026-07-23 15:38:12,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:16,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:19,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:22,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:26,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:29,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:33,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:36,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:39,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:43,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:46,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:50,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:53,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:38:57,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:00,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:03,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:07,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:10,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:14,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:17,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:20,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:24,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:27,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:31,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:34,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:37,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:41,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:44,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:48,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:51,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:55,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:39:58,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:01,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:05,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:08,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:12,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:15,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:18,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:22,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:25,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:29,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:32,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:36,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:39,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:42,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:46,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:49,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:53,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:56,F3,19.4,24.00,0.50,0,1,0,1000.0
2026-07-23 15:40:59,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:03,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:06,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:10,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:13,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:16,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:20,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:23,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:27,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:30,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:34,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:37,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:40,F3,19.5,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:44,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:47,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:51,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:54,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:41:57,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:01,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:04,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:08,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:11,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:14,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:18,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:21,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:25,F3,19.6,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:28,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:31,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:35,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:38,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:42,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:45,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:49,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:52,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:55,F3,19.7,24.00,0.50,0,1,0,1000.0
2026-07-23 15:42:59,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:02,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:06,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:09,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:12,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:16,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:19,F3,19.8,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:23,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:26,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:30,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:33,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:36,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:40,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:43,F3,20.0,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:47,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:50,F3,19.9,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:53,F3,20.0,24.00,0.50,0,1,0,1000.0
2026-07-23 15:43:57,F3,20.0,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:00,F3,20.0,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:04,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:07,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:11,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:14,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:17,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:21,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:24,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:28,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:31,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:34,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:38,F3,20.2,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:41,F3,20.1,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:45,F3,20.2,24.00,0.50,0,1,0,1000.0
2026-07-23 15:44:48,F3,20.2,24.00,0.50,0,1,0,1000.0
