timestamp,fermentador,flow_filt_sccm,status,is_spike
2026-05-12 16:15:28,F3,2.6582,OK,0
2026-05-12 16:15:38,F3,2.6589,OK,0
2026-05-12 16:15:48,F3,2.6595,OK,0
2026-05-12 16:15:59,F3,2.6599,OK,0
2026-05-12 16:16:09,F3,2.6603,OK,0
2026-05-12 16:16:19,F3,2.6606,OK,0
2026-05-12 16:16:29,F3,2.6608,OK,0
2026-05-12 16:16:40,F3,2.6609,OK,0
2026-05-12 16:16:50,F3,2.6609,OK,0
2026-05-12 16:17:00,F3,2.6609,OK,0
2026-05-12 16:17:10,F3,2.6607,OK,0
2026-05-12 16:17:21,F3,2.6605,OK,0
2026-05-12 16:17:31,F3,2.6602,OK,0
2026-05-12 16:17:41,F3,2.6598,OK,0
2026-05-12 16:17:51,F3,2.6593,OK,0
2026-05-12 16:18:02,F3,2.6587,OK,0
2026-05-12 16:18:12,F3,2.6580,OK,0
2026-05-12 16:18:22,F3,2.6573,OK,0
2026-05-12 16:18:33,F3,2.6564,OK,0
2026-05-12 16:18:43,F3,2.6555,OK,0
2026-05-12 16:18:53,F3,2.6545,OK,0
2026-05-12 16:19:03,F3,2.6534,OK,0
2026-05-12 16:19:14,F3,2.6523,OK,0
2026-05-12 16:19:24,F3,2.6510,OK,0
2026-05-12 16:19:34,F3,2.6497,OK,0
2026-05-12 16:19:44,F3,2.6483,OK,0
2026-05-12 16:19:55,F3,2.6468,OK,0
2026-05-12 16:20:05,F3,2.6452,OK,0
2026-05-12 16:20:15,F3,2.6436,OK,0
2026-05-12 16:20:25,F3,2.6419,OK,0
2026-05-12 16:20:36,F3,2.6400,OK,0
2026-05-12 16:20:46,F3,2.6382,OK,0
2026-05-12 16:20:56,F3,2.6362,OK,0
2026-05-12 16:21:06,F3,2.6342,OK,0
2026-05-12 16:21:17,F3,2.6321,OK,0
2026-05-12 16:21:27,F3,2.6299,OK,0
2026-05-12 16:21:37,F3,2.6276,OK,0
2026-05-12 16:21:47,F3,2.6253,OK,0
2026-05-12 16:21:58,F3,2.6229,OK,0
2026-05-12 16:22:08,F3,2.6204,OK,0
2026-05-12 16:22:18,F3,2.6178,OK,0
2026-05-12 16:22:28,F3,2.6152,OK,0
2026-05-12 16:22:39,F3,2.6125,OK,0
2026-05-12 16:22:49,F3,2.6097,OK,0
2026-05-12 16:22:59,F3,2.6069,OK,0
2026-05-12 16:23:09,F3,2.6040,OK,0
2026-05-12 16:23:20,F3,2.6010,OK,0
2026-05-12 16:23:30,F3,2.5979,OK,0
2026-05-12 16:23:40,F3,2.5948,OK,0
2026-05-12 16:23:50,F3,2.5917,OK,0
2026-05-12 16:24:01,F3,2.5884,OK,0
2026-05-12 16:24:11,F3,2.5851,OK,0
2026-05-12 16:24:21,F3,2.5817,OK,0
2026-05-12 16:24:31,F3,2.5783,OK,0
2026-05-12 16:24:42,F3,2.5748,OK,0
2026-05-12 16:24:52,F3,2.5712,OK,0
2026-05-12 16:25:02,F3,2.5675,OK,0
2026-05-12 16:25:12,F3,2.5638,OK,0
2026-05-12 16:25:23,F3,2.5601,OK,0
2026-05-12 16:25:33,F3,2.5563,OK,0
2026-05-12 16:25:43,F3,2.5524,OK,0
2026-05-12 16:25:53,F3,2.5484,OK,0
2026-05-12 16:26:04,F3,2.5444,OK,0
2026-05-12 16:26:14,F3,2.5404,OK,0
2026-05-12 16:26:24,F3,2.5363,OK,0
2026-05-12 16:26:35,F3,2.5321,OK,0
2026-05-12 16:26:45,F3,2.5279,OK,0
2026-05-12 16:26:55,F3,2.5236,OK,0
2026-05-12 16:27:05,F3,2.5192,OK,0
2026-05-12 16:27:16,F3,2.5149,OK,0
2026-05-12 16:27:26,F3,2.5104,OK,0
2026-05-12 16:27:36,F3,2.5059,OK,0
2026-05-12 16:27:46,F3,2.5014,OK,0
2026-05-12 16:27:57,F3,2.4967,OK,0
2026-05-12 16:28:07,F3,2.4921,OK,0
2026-05-12 16:28:17,F3,2.4874,OK,0
2026-05-12 16:28:27,F3,2.4826,OK,0
2026-05-12 16:28:38,F3,2.4778,OK,0
2026-05-12 16:28:48,F3,2.4730,OK,0
2026-05-12 16:28:58,F3,2.4681,OK,0
2026-05-12 16:29:08,F3,2.4631,OK,0
2026-05-12 16:29:19,F3,2.4581,OK,0
2026-05-12 16:29:29,F3,2.4531,OK,0
2026-05-12 16:29:39,F3,2.4480,OK,0
2026-05-12 16:29:49,F3,2.4429,OK,0
2026-05-12 16:30:00,F3,2.4377,OK,0
2026-05-12 16:30:10,F3,2.4325,OK,0
2026-05-12 16:30:20,F3,2.4272,OK,0
2026-05-12 16:30:30,F3,2.4219,OK,0
2026-05-12 16:30:41,F3,2.4166,OK,0
2026-05-12 16:30:51,F3,2.4112,OK,0
2026-05-12 16:31:01,F3,2.4057,OK,0
