timestamp,fermentador,flow_sccm,status
2026-04-07 08:22:53,F3,0.8236,OK
2026-04-07 08:23:03,F3,0.8528,OK
2026-04-07 08:23:14,F3,0.9322,OK
2026-04-07 08:23:24,F3,0.9613,OK
2026-04-07 08:23:34,F3,1.0514,OK
2026-04-07 08:23:44,F3,0.9958,OK
2026-04-07 08:23:55,F3,1.0143,OK
2026-04-07 08:24:05,F3,1.1202,OK
2026-04-07 08:24:15,F3,1.0990,OK
2026-04-07 08:24:25,F3,1.1388,OK
2026-04-07 08:24:36,F3,1.0779,OK
2026-04-07 08:24:46,F3,1.1043,OK
2026-04-07 08:24:56,F3,1.1255,OK
2026-04-07 08:25:06,F3,1.2182,OK
2026-04-07 08:25:16,F3,1.1043,OK
2026-04-07 08:25:27,F3,1.1785,OK
2026-04-07 08:25:37,F3,1.4063,OK
2026-04-07 08:25:47,F3,1.2076,OK
2026-04-07 08:25:57,F3,1.2579,OK
2026-04-07 08:26:08,F3,1.2156,OK
2026-04-07 08:26:18,F3,1.1970,OK
2026-04-07 08:26:28,F3,1.2209,OK
2026-04-07 08:26:38,F3,1.3109,OK
2026-04-07 08:26:49,F3,1.1838,OK
2026-04-07 08:26:59,F3,1.1891,OK
2026-04-07 08:27:09,F3,1.1573,OK
2026-04-07 08:27:19,F3,1.1626,OK
2026-04-07 08:27:29,F3,1.1096,OK
2026-04-07 08:27:40,F3,1.1149,OK
2026-04-07 08:27:50,F3,1.0011,OK
2026-04-07 08:28:00,F3,0.9110,OK
2026-04-07 08:28:10,F3,0.9958,OK
2026-04-07 08:28:21,F3,0.9507,OK
2026-04-07 08:28:31,F3,1.0169,OK
2026-04-07 08:28:41,F3,0.9613,OK
2026-04-07 08:28:51,F3,0.9746,OK
2026-04-07 08:29:02,F3,0.8607,OK
2026-04-07 08:29:12,F3,0.8819,OK
2026-04-07 08:29:22,F3,0.9137,OK
2026-04-07 08:29:32,F3,0.9481,OK
2026-04-07 08:29:43,F3,1.0090,OK
2026-04-07 08:29:53,F3,0.9984,OK
2026-04-07 08:30:03,F3,0.9163,OK
2026-04-07 08:30:13,F3,0.9905,OK
2026-04-07 08:30:23,F3,0.9454,OK
2026-04-07 08:30:34,F3,1.0540,OK
2026-04-07 08:30:44,F3,0.9481,OK
2026-04-07 08:30:54,F3,1.0514,OK
2026-04-07 08:31:04,F3,0.7177,OK
2026-04-07 08:31:15,F3,0.9825,OK
2026-04-07 08:31:25,F3,1.1017,OK
2026-04-07 08:31:35,F3,1.0990,OK
2026-04-07 08:31:46,F3,1.1282,OK
2026-04-07 08:31:56,F3,1.1970,OK
2026-04-07 08:32:06,F3,1.2076,OK
2026-04-07 08:32:16,F3,1.2209,OK
2026-04-07 08:32:27,F3,1.1626,OK
2026-04-07 08:32:37,F3,1.2553,OK
2026-04-07 08:32:47,F3,1.2765,OK
2026-04-07 08:32:57,F3,1.3745,OK
2026-04-07 08:33:07,F3,1.2315,OK
2026-04-07 08:33:18,F3,1.3003,OK
2026-04-07 08:33:28,F3,1.2738,OK
2026-04-07 08:33:38,F3,1.2950,OK
2026-04-07 08:33:49,F3,1.2950,OK
2026-04-07 08:33:59,F3,1.3189,OK
2026-04-07 08:34:09,F3,1.2924,OK
2026-04-07 08:34:19,F3,1.3347,OK
2026-04-07 08:34:30,F3,1.3294,OK
2026-04-07 08:34:40,F3,1.2368,OK
2026-04-07 08:34:50,F3,1.2050,OK
2026-04-07 08:35:00,F3,1.1441,OK
2026-04-07 08:35:10,F3,1.2977,OK
2026-04-07 08:35:21,F3,1.3056,OK
2026-04-07 08:35:31,F3,1.2156,OK
2026-04-07 08:35:41,F3,1.2579,OK
2026-04-07 08:35:51,F3,1.2182,OK
2026-04-07 08:36:02,F3,1.1679,OK
2026-04-07 08:36:12,F3,1.3586,OK
2026-04-07 08:36:22,F3,1.2447,OK
