case,parameter,theta,std_log_approx,approx_95_multiplier,fim_diag,active_bound,classification
historical_synthetic_only,mu0,0.050000000034395226,0.014305045896587957,1.028434651028225,12650.902205041335,True,weak_or_confounded
historical_synthetic_only,qN,0.008780894209548513,0.00886927505221245,1.0175357563594079,27606.748214741332,False,well_estimated
historical_synthetic_only,betaG0,1.1489884293794836,0.0581092395459723,1.1206334541757597,17968.871403226934,False,well_estimated
historical_synthetic_only,betaF0,1.3141294921346576,0.12634316344282479,1.2809892107375445,7991.818090981593,False,well_estimated
historical_synthetic_only,qEG,2.356896945083529,0.04392043615819857,1.0898979356844243,42474.3983375021,False,well_estimated
historical_synthetic_only,qEF,2.8607067605173606,0.09306720781027106,1.2001082094955915,24706.35785756637,False,well_estimated
historical_synthetic_only,iG,0.01782301355376261,0.11053614542696535,1.241910407246333,2912.3390109495676,False,well_estimated
historical_synthetic_only,iE,0.06791309239867924,0.058058999682666895,1.1205231106843734,20943.45691820911,False,well_estimated
historical_synthetic_only,Kd0,0.0007203999532169327,0.03819084989043556,1.0777268621846654,1083.7984459812878,False,well_estimated
historical_synthetic_only,gammaG0,0.15004904038417022,0.05134598103923613,1.1058763779382383,15282.845076208372,False,well_estimated
historical_synthetic_only,gammaF0,0.00010085430882394482,141.65439921098258,1.0576541811633429e+17,0.0009362250807786025,True,weak_or_confounded
historical_synthetic_only,kPyrS_N,0.8508617891421286,0.04050733896642077,1.0826312107181875,2367.3868087755477,False,well_estimated
historical_synthetic_only,kPyrO2,0.2731889591927507,0.14218756410841868,1.3213945096457456,937.026512046689,False,well_estimated
historical_synthetic_only,kPyrDrain,0.0035910294181966,0.07084431128638814,1.1489573168844698,2668.1844340338944,False,well_estimated
historical_synthetic_only,kAldS_N,2.359887977142201,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,kAcAld,0.0013923120060084,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,kAcStress,0.0026158743573774,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,k_EA_growth,0.1,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,k_EA_stationary,0.28,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,k_IAA_growth,0.003,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,k_IAA_stationary,0.012,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,k_EO_growth,0.0008,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,k_EO_stationary,0.003,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,alpha_EA_loss,1.0,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,alpha_IAA_loss,1.0,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_synthetic_only,alpha_EO_loss,1.0,380.4876807732253,1.0576541811633429e+17,0.0,False,weak_or_confounded
