timestamp,fermentador,flow_filt_sccm,status,is_spike
2026-04-06 14:47:13,F2,0.6709,OK,1
2026-04-06 14:47:23,F2,0.6719,OK,1
2026-04-06 14:47:33,F2,0.6729,OK,0
2026-04-06 14:47:43,F2,0.6739,OK,0
2026-04-06 14:47:54,F2,0.6749,OK,0
2026-04-06 14:48:04,F2,0.6759,OK,0
2026-04-06 14:48:14,F2,0.6769,OK,0
2026-04-06 14:48:24,F2,0.6779,OK,1
2026-04-06 14:48:35,F2,0.6789,OK,1
2026-04-06 14:48:45,F2,0.6800,OK,1
2026-04-06 14:48:55,F2,0.6811,Alto rango,1
2026-04-06 14:49:05,F2,0.6821,OK,1
2026-04-06 14:49:15,F2,0.6833,OK,0
2026-04-06 14:49:26,F2,0.6844,OK,0
2026-04-06 14:49:36,F2,0.6856,OK,0
2026-04-06 14:49:46,F2,0.6867,OK,0
2026-04-06 14:49:56,F2,0.6880,OK,0
2026-04-06 14:50:07,F2,0.6892,OK,0
2026-04-06 14:50:17,F2,0.6905,OK,0
2026-04-06 14:50:27,F2,0.6918,OK,0
2026-04-06 14:50:37,F2,0.6931,OK,0
2026-04-06 14:50:48,F2,0.6945,OK,0
2026-04-06 14:50:58,F2,0.6959,OK,0
2026-04-06 14:51:08,F2,0.6974,OK,0
2026-04-06 14:51:18,F2,0.6988,OK,0
2026-04-06 14:51:29,F2,0.7003,OK,0
2026-04-06 14:51:39,F2,0.7019,OK,0
2026-04-06 14:51:49,F2,0.7034,OK,0
2026-04-06 14:51:59,F2,0.7050,OK,0
2026-04-06 14:52:10,F2,0.7067,OK,0
2026-04-06 14:52:20,F2,0.7083,OK,0
2026-04-06 14:52:30,F2,0.7100,OK,0
2026-04-06 14:52:40,F2,0.7117,OK,0
2026-04-06 14:52:50,F2,0.7135,OK,0
2026-04-06 14:53:01,F2,0.7153,OK,0
2026-04-06 14:53:11,F2,0.7171,OK,0
2026-04-06 14:53:21,F2,0.7190,OK,0
2026-04-06 14:53:31,F2,0.7209,OK,0
2026-04-06 14:53:42,F2,0.7228,OK,0
2026-04-06 14:53:52,F2,0.7247,OK,0
2026-04-06 14:54:02,F2,0.7267,OK,0
2026-04-06 14:54:12,F2,0.7287,OK,0
2026-04-06 14:54:23,F2,0.7307,OK,0
2026-04-06 14:54:33,F2,0.7328,OK,0
2026-04-06 14:54:43,F2,0.7349,OK,0
2026-04-06 14:54:53,F2,0.7370,OK,0
2026-04-06 14:55:04,F2,0.7392,OK,0
2026-04-06 14:55:14,F2,0.7413,OK,0
2026-04-06 14:55:24,F2,0.7435,OK,0
2026-04-06 14:55:34,F2,0.7458,OK,0
2026-04-06 14:55:45,F2,0.7480,OK,0
2026-04-06 14:55:55,F2,0.7503,OK,0
2026-04-06 14:56:05,F2,0.7526,OK,0
2026-04-06 14:56:15,F2,0.7550,OK,0
2026-04-06 14:56:25,F2,0.7574,OK,0
2026-04-06 14:56:36,F2,0.7597,OK,0
2026-04-06 14:56:46,F2,0.7622,OK,0
2026-04-06 14:56:56,F2,0.7646,OK,0
2026-04-06 14:57:07,F2,0.7671,OK,0
2026-04-06 14:57:17,F2,0.7695,OK,0
2026-04-06 14:57:27,F2,0.7721,OK,0
2026-04-06 14:57:37,F2,0.7746,OK,0
2026-04-06 14:57:48,F2,0.7771,OK,0
2026-04-06 14:57:58,F2,0.7797,OK,0
2026-04-06 14:58:08,F2,0.7823,OK,0
2026-04-06 14:58:18,F2,0.7849,OK,0
2026-04-06 14:58:28,F2,0.7876,OK,0
2026-04-06 14:58:39,F2,0.7902,OK,0
2026-04-06 14:58:49,F2,0.7929,OK,0
2026-04-06 14:58:59,F2,0.7956,OK,0
2026-04-06 14:59:09,F2,0.7983,OK,0
2026-04-06 14:59:20,F2,0.8010,OK,0
2026-04-06 14:59:30,F2,0.8038,OK,0
2026-04-06 14:59:40,F2,0.8065,OK,0
2026-04-06 14:59:50,F2,0.8093,OK,0
2026-04-06 15:00:01,F2,0.8121,OK,0
2026-04-06 15:00:11,F2,0.8149,OK,0
2026-04-06 15:00:21,F2,0.8178,OK,0
2026-04-06 15:00:31,F2,0.8206,OK,0
2026-04-06 15:00:42,F2,0.8234,OK,0
2026-04-06 15:00:52,F2,0.8263,OK,0
2026-04-06 15:01:02,F2,0.8292,OK,0
2026-04-06 15:01:12,F2,0.8321,OK,0
2026-04-06 15:01:23,F2,0.8350,OK,0
2026-04-06 15:01:33,F2,0.8379,OK,0
2026-04-06 15:01:43,F2,0.8408,OK,0
2026-04-06 15:01:53,F2,0.8438,OK,0
2026-04-06 15:02:04,F2,0.8467,OK,0
