policy,objective,campaign_order,candidate,family,medium,horizon_h,temperature_segments,score,rationale,campaign_logdet,campaign_min_eigenvalue,campaign_max_eigenvalue,campaign_min_relative_eigenvalue,campaign_condition_number,campaign_trace_inv,campaign_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
full10_small10,hybrid,1,synthetic_lit_SM410_18C_highN_ester,literature_nitrogen_high,synthetic,216.0,"18, 18, 18, 18",104.14485192798169,Literature SM410-like high YAN tests ester capacity and nitrogen-saturated aroma phase.,136.13350981078253,0.02198953135870426,175990.5234582551,1.2494724674149953e-07,8003377.633993624,52.36241507523906,26,0.6680674140615469,0.3319325859384531,0.6350043112633285,0.36499568873667154,0.8284889788901335,0.1715110211098665,0.8832672975053287,0.11673270249467127,0.8358070278746182,0.16419297212538175,0.8923402833684214,0.10765971663157858,0.8801921730341142,0.11980782696588577,0.8705021410476157,0.1294978589523843,0.9752957483454161,0.024704251654583897,0.8525945005322539,0.14740549946774606,0.8974209096536434,0.1025790903463566,1.386978451861122e-05,0.9999861302154814,0.00036661308497517626,0.9996333869150248,0.000165531641362279,0.9998344683586378,1.2935952272813433e-08,0.9999999870640477,1.333966614380383e-06,0.9999986660333856,1.543151356063033e-07,0.9999998456848644,0.03195645671036329,0.9680435432896367,0.0055744244465556906,0.9944255755534444,0.055494312980503405,0.9445056870194966,0.004725413313514853,0.9952745866864852,0.04923061487496448,0.9507693851250355,0.0046951720681362615,0.9953048279318637,0.47889152335525553,0.5211084766447445,0.45660152339798604,0.5433984766020139,0.38409558831238216,0.6159044116876178,0.8662484983871445,0.5211084766447445
full10_small10,hybrid,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",129.62792937470692,High biomass with low N creates low-growth sugar consumption windows for m0.,157.4853184912035,0.17575458261745788,187957.19342933764,9.350777132322561e-07,1069429.8301082687,6.311254799905965,26,0.5925352184267982,0.40746478157320176,0.6035453774669461,0.39645462253305386,0.7547560280606983,0.2452439719393017,0.8032476112958855,0.1967523887041145,0.7566456399469469,0.2433543600530531,0.7975230814487568,0.20247691855124317,0.8335385818446704,0.16646141815532955,0.7043940224353112,0.29560597756468876,0.9478744529948859,0.05212554700511407,0.8039062234525894,0.19609377654741056,0.884172124110969,0.11582787588903098,3.076572540431395e-08,0.9999999692342746,1.962895208236073e-07,0.9999998037104791,4.151634035202677e-07,0.9999995848365965,1.132064580509204e-08,0.9999999886793542,1.1149122958684215e-06,0.9999988850877042,2.8334759950653063e-08,0.99999997166524,0.012254701022914354,0.9877452989770856,0.0006144481632966516,0.9993855518367033,0.021746108488129415,0.9782538915118706,0.0005507499224220269,0.999449250077578,0.01927607562878515,0.9807239243712148,0.0005266659491253825,0.9994733340508746,0.26531882255792244,0.7346811774420776,0.22229006777119995,0.7777099322288,0.17010266795543136,0.8298973320445686,0.9352107772085198,0.7346811774420776
full10_small10,hybrid,3,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",136.45111210098847,Fructose-rich run probes iG and fructose kinetic directions.,163.66482417066624,0.25357530153367036,198339.52483200596,1.2784910206296461e-06,782172.0949651318,4.3975113094552665,26,0.5597124503592794,0.4402875496407206,0.562001894318655,0.437998105681345,0.5811663463174147,0.4188336536825853,0.3943952925655542,0.6056047074344457,0.5919190232940118,0.4080809767059882,0.3668920397418445,0.6331079602581555,0.39553588778136517,0.6044641122186348,0.5116647320146298,0.4883352679853702,0.9376707110991649,0.06232928890083511,0.6106855634122192,0.38931443658778075,0.6128403921922969,0.3871596078077031,2.152216039988327e-08,0.9999999784778396,1.8686560275095232e-07,0.9999998131343972,3.4269804846117633e-07,0.9999996573019515,7.142973291469967e-09,0.9999999928570267,7.739549195064173e-07,0.9999992260450805,2.5810010257503e-08,0.9999999741899898,0.008332916353134127,0.9916670836468658,0.0005209633086257384,0.9994790366913743,0.014908149438107794,0.9850918505618922,0.000460826029655727,0.9995391739703443,0.01323000184841435,0.9867699981515856,0.0004371976824815176,0.9995628023175185,0.1985330409335378,0.8014669590664623,0.1638918244872166,0.8361081755127834,0.12127765287567041,0.8787223471243296,0.952582420661657,0.8014669590664623
full10_small10,hybrid,4,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",140.95510998215423,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,167.91112498444778,0.3107945178349624,214821.52532974695,1.4467568711184728e-06,691201.1409539119,3.5710303215214294,26,0.5303254877060651,0.46967451229393486,0.5220098358323256,0.47799016416767437,0.46110880979639696,0.5388911902036031,0.32662406674371436,0.6733759332562856,0.5320350229235977,0.4679649770764023,0.3361971027290796,0.6638028972709205,0.3233719282658011,0.6766280717341989,0.4762272072616318,0.5237727927383682,0.9204111165447717,0.0795888834552283,0.486619551983024,0.513380448016976,0.500019264117328,0.499980735882672,1.8135198872565416e-08,0.9999999818648011,1.8119437326761154e-07,0.9999998188056267,3.0355324296957976e-07,0.999999696446757,5.539287220029242e-09,0.9999999944607127,6.184558816458457e-07,0.9999993815441184,2.3611976678900073e-08,0.9999999763880233,0.006804651059641793,0.9931953489403582,0.0004461341734028662,0.9995538658265971,0.012198952515686574,0.9878010474843134,0.00039177878726859007,0.9996082212127314,0.010831599605302424,0.9891684003946976,0.0003726690993692081,0.9996273309006308,0.1476287291039969,0.8523712708960031,0.12107326008611712,0.8789267399138829,0.0883298216219138,0.9116701783780862,0.9647201601708584,0.8523712708960031
full10_small10,hybrid,5,synthetic_lit_SM410_24C_highN_strip,literature_temp_strip,synthetic,168.0,"20, 24, 24, 20",143.99709640640322,High YAN plus warm high-rate fermentation excites CO2 stripping and temperature-partition effects.,171.04815319486727,0.31903231447942965,231494.528826149,1.378141920230957e-06,725614.673873656,3.4217760959168144,26,0.5141689355770713,0.48583106442292867,0.5120947425744372,0.4879052574255628,0.4264777601608757,0.5735222398391243,0.31458882603292054,0.6854111739670794,0.4751649281708452,0.5248350718291548,0.32003773607390285,0.6799622639260972,0.3143177139924327,0.6856822860075673,0.43406691661823726,0.5659330833817627,0.9070048440066736,0.09299515599332642,0.4553887868499201,0.5446112131500799,0.4871074859881589,0.5128925140118411,1.4820794855068596e-08,0.9999999851792052,1.7436298474242282e-07,0.9999998256370153,2.706915073934306e-07,0.9999997293084926,4.401904853797511e-09,0.9999999955980952,5.137806790451153e-07,0.999999486219321,2.2285745196235964e-08,0.9999999777142548,0.005521563888768455,0.9944784361112315,0.0003982379698760037,0.999601762030124,0.009902635429418756,0.9900973645705813,0.00035027827699748467,0.9996497217230025,0.008787301755222271,0.9912126982447778,0.0003354913545090067,0.999664508645491,0.1139418984231852,0.8860581015768147,0.09488871598507724,0.9051112840149228,0.0694521216711095,0.9305478783288905,0.9724019290163103,0.8860581015768147
full10_small10,hybrid,6,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",146.5228802039874,Known viable biomass addition tests rate proportionality to X and supports yield separation.,173.64246430553118,0.3268272978519476,245610.75125325716,1.3306717893425823e-06,751500.1129572676,3.3155266888216346,26,0.48458153120695224,0.5154184687930478,0.4811927257715348,0.5188072742284652,0.4020461338479532,0.5979538661520468,0.2989711139031243,0.7010288860968756,0.43431982602327707,0.565680173976723,0.29601600940118816,0.7039839905988119,0.30274181712272547,0.6972581828772746,0.40425342071788944,0.5957465792821106,0.8985094571288814,0.10149054287111858,0.43699577157463254,0.5630042284253675,0.47548818520067365,0.5245118147993264,1.3570715016304894e-08,0.999999986429285,1.7166048131272233e-07,0.9999998283395187,2.4255866066399377e-07,0.9999997574413393,3.7168853841326887e-09,0.9999999962831146,4.0966965873943273e-07,0.9999995903303412,1.9279342442900492e-08,0.9999999807206575,0.005108596692889452,0.9948914033071106,0.0003691064604767841,0.9996308935395232,0.009165133835867211,0.9908348661641327,0.0003239327505075698,0.9996760672494924,0.008134622177122628,0.9918653778228774,0.0003090942405844695,0.9996909057594155,0.1035932002429883,0.8964067997570117,0.08481530336581271,0.9151846966341873,0.06049166014278732,0.9395083398572127,0.9752444473765419,0.8964067997570117
full10_small10,hybrid,7,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",148.66075472741733,Synthetic high-sugar operating point close to the current synthetic dataset.,175.81548103246396,0.34495827701869547,264214.4220761119,1.3055997258140732e-06,765931.5334004653,3.1286562246358733,26,0.4722341209744545,0.5277658790255455,0.4600788300856962,0.5399211699143038,0.3707568095306277,0.6292431904693723,0.288588155639342,0.7114118443606581,0.40208443000686395,0.597915569993136,0.28693868258699384,0.7130613174130062,0.27940100428639664,0.7205989957136034,0.3837420723352812,0.6162579276647189,0.891284827896121,0.10871517210387904,0.4026660383865903,0.5973339616134097,0.4504971980049217,0.5495028019950783,1.2823482346174878e-08,0.9999999871765176,1.6949642444883397e-07,0.9999998305035755,2.330936704252824e-07,0.9999997669063295,3.3307300816917805e-09,0.9999999966692699,3.678549769970673e-07,0.999999632145023,1.7984934817871324e-08,0.9999999820150652,0.004728162165242441,0.9952718378347576,0.0003377645435825275,0.9996622354564175,0.008486970040194502,0.9915130299598055,0.0002959029394208132,0.9997040970605792,0.007528659174253107,0.9924713408257468,0.0002833067326026688,0.9997166932673973,0.08949839903146391,0.910501600968536,0.07381056053079577,0.9261894394692043,0.05308475993027198,0.946915240069728,0.9783586480974783,0.910501600968536
full10_small10,hybrid,8,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,"18, 20, 22, 19",150.38779036632104,Natural must with glucose perturbation to test sugar-transfer validity.,177.64982709628094,0.348785674679182,281995.13067596173,1.2368499904346529e-06,808505.4838772976,3.0741393286621643,26,0.4621579622963286,0.5378420377036714,0.44057831397305275,0.5594216860269472,0.35307202623422973,0.6469279737657703,0.281327570828497,0.718672429171503,0.37516968896669395,0.624830311033306,0.27665101580898055,0.7233489841910195,0.2769009913760598,0.7230990086239402,0.36247953039205916,0.6375204696079408,0.887073479585782,0.11292652041421802,0.3893749204297637,0.6106250795702364,0.44555269865496017,0.5544473013450398,1.0983278005343596e-08,0.999999989016722,1.402999274598206e-07,0.9999998597000725,1.8956666047839778e-07,0.9999998104333395,2.7553021084539687e-09,0.9999999972446979,3.2517459300951777e-07,0.999999674825407,1.6689050521602923e-08,0.9999999833109495,0.0044066322365498125,0.9955933677634502,0.0003199659975755232,0.9996800340024244,0.007917876729819851,0.9920821232701802,0.00027930507450669604,0.9997206949254933,0.007026948392157149,0.9929730516078429,0.0002669415170060956,0.9997330584829939,0.08264385083489294,0.9173561491651071,0.06749144682856913,0.9325085531714309,0.04786896546044302,0.9521310345395569,0.9801616113695304,0.9173561491651071
full10_small10,hybrid,9,synthetic_lit_SM230_18C_midN_reference,literature_nitrogen_mid,synthetic,216.0,"18, 18, 18, 18",151.84081376543986,Literature SM230-like mid YAN reference near reported higher-alcohol optimum.,179.13723411618116,0.3616346533449562,297737.4596544275,1.2146091854370349e-06,823310.091830225,2.9590828583528506,26,0.4525606830938866,0.5474393169061134,0.4251307988991358,0.5748692011008643,0.3307277855137713,0.6692722144862286,0.27286732696138927,0.7271326730386107,0.3474464946097004,0.6525535053902995,0.26743426493493155,0.7325657350650685,0.26234362161921615,0.7376563783807839,0.34344889809668233,0.6565511019033177,0.8837147557421146,0.11628524425788545,0.36600352242744566,0.6339964775725544,0.42972243410357325,0.5702775658964268,1.0547690222173554e-08,0.9999999894523097,1.3608653037831602e-07,0.9999998639134696,1.8444882984725598e-07,0.9999998155511701,2.5762460439366607e-09,0.999999997423754,3.060090133358482e-07,0.9999996939909866,1.589872578649453e-08,0.9999999841012742,0.00421321909257486,0.9957867809074251,0.0003003217060351211,0.9996996782939649,0.007571055330729875,0.9924289446692701,0.0002618230842497494,0.9997381769157503,0.006716826473132093,0.9932831735268679,0.0002507183698726688,0.9997492816301273,0.07576932878419043,0.9242306712158096,0.06203813386431225,0.9379618661356878,0.0441798686920263,0.9558201313079737,0.9816998529722851,0.9242306712158096
full10_small10,d_opt,1,synthetic_lit_SM410_18C_highN_ester,literature_nitrogen_high,synthetic,216.0,"18, 18, 18, 18",136.13350981078253,Literature SM410-like high YAN tests ester capacity and nitrogen-saturated aroma phase.,136.13350981078253,0.02198953135870426,175990.5234582551,1.2494724674149953e-07,8003377.633993624,52.36241507523906,26,0.6680674140615469,0.3319325859384531,0.6350043112633285,0.36499568873667154,0.8284889788901335,0.1715110211098665,0.8832672975053287,0.11673270249467127,0.8358070278746182,0.16419297212538175,0.8923402833684214,0.10765971663157858,0.8801921730341142,0.11980782696588577,0.8705021410476157,0.1294978589523843,0.9752957483454161,0.024704251654583897,0.8525945005322539,0.14740549946774606,0.8974209096536434,0.1025790903463566,1.386978451861122e-05,0.9999861302154814,0.00036661308497517626,0.9996333869150248,0.000165531641362279,0.9998344683586378,1.2935952272813433e-08,0.9999999870640477,1.333966614380383e-06,0.9999986660333856,1.543151356063033e-07,0.9999998456848644,0.03195645671036329,0.9680435432896367,0.0055744244465556906,0.9944255755534444,0.055494312980503405,0.9445056870194966,0.004725413313514853,0.9952745866864852,0.04923061487496448,0.9507693851250355,0.0046951720681362615,0.9953048279318637,0.47889152335525553,0.5211084766447445,0.45660152339798604,0.5433984766020139,0.38409558831238216,0.6159044116876178,0.8662484983871445,0.5211084766447445
