timestamp,fermentador,flow_sccm,status
2026-07-06 12:48:32,F1,0.0000,OK
2026-07-06 12:48:43,F1,0.0000,OK
2026-07-06 12:48:53,F1,0.0000,OK
2026-07-06 12:49:03,F1,0.0000,OK
2026-07-06 12:49:14,F1,0.0000,OK
2026-07-06 12:49:24,F1,0.0000,OK
2026-07-06 12:49:34,F1,0.0000,OK
2026-07-06 12:49:45,F1,0.0000,OK
2026-07-06 12:49:55,F1,0.0000,OK
2026-07-06 12:50:05,F1,0.0000,OK
2026-07-06 12:50:16,F1,0.0000,OK
2026-07-06 12:50:26,F1,0.0000,OK
2026-07-06 12:50:36,F1,0.0000,OK
2026-07-06 12:50:46,F1,0.0000,OK
2026-07-06 12:50:57,F1,0.0000,OK
2026-07-06 12:51:07,F1,0.0000,OK
2026-07-06 12:51:17,F1,0.0000,OK
2026-07-06 12:51:28,F1,0.0000,OK
2026-07-06 12:51:38,F1,0.0000,OK
2026-07-06 12:51:48,F1,0.0000,OK
2026-07-06 12:51:58,F1,0.0000,OK
2026-07-06 12:52:09,F1,0.0000,OK
2026-07-06 12:52:19,F1,0.0000,OK
2026-07-06 12:52:29,F1,0.0000,OK
2026-07-06 12:52:40,F1,0.0000,OK
2026-07-06 12:52:50,F1,0.0000,OK
2026-07-06 12:53:00,F1,0.0000,OK
2026-07-06 12:53:11,F1,0.0000,OK
2026-07-06 12:53:21,F1,0.0000,OK
2026-07-06 12:53:31,F1,0.0000,OK
2026-07-06 12:53:42,F1,0.0000,OK
2026-07-06 12:53:52,F1,0.0000,OK
2026-07-06 12:54:02,F1,0.0000,OK
2026-07-06 12:54:12,F1,0.0000,OK
2026-07-06 12:54:23,F1,0.0000,OK
2026-07-06 12:54:33,F1,0.0000,OK
2026-07-06 12:54:43,F1,0.0000,OK
2026-07-06 12:54:54,F1,0.0000,OK
2026-07-06 12:55:04,F1,0.0000,OK
2026-07-06 12:55:14,F1,0.0000,OK
2026-07-06 12:55:25,F1,0.0000,OK
2026-07-06 12:55:35,F1,0.0000,OK
2026-07-06 12:55:45,F1,0.0000,OK
2026-07-06 12:55:56,F1,0.0000,OK
2026-07-06 12:56:06,F1,0.0000,OK
2026-07-06 12:56:16,F1,0.0000,OK
2026-07-06 12:56:26,F1,0.0000,OK
2026-07-06 12:56:37,F1,0.0000,OK
2026-07-06 12:56:47,F1,0.0000,OK
2026-07-06 12:56:57,F1,0.0000,OK
2026-07-06 12:57:08,F1,0.0000,OK
2026-07-06 12:57:18,F1,0.0000,OK
2026-07-06 12:57:28,F1,0.0000,OK
2026-07-06 12:57:39,F1,0.0000,OK
2026-07-06 12:57:49,F1,0.0000,OK
2026-07-06 12:57:59,F1,0.0000,OK
2026-07-06 12:58:10,F1,0.1927,OK
2026-07-06 12:58:20,F1,0.2982,OK
2026-07-06 12:58:30,F1,0.2982,OK
2026-07-06 12:58:41,F1,0.0000,OK
2026-07-06 12:58:51,F1,0.0000,OK
2026-07-06 12:59:01,F1,0.0000,OK
2026-07-06 12:59:12,F1,0.2455,OK
2026-07-06 12:59:22,F1,0.3510,OK
2026-07-06 12:59:32,F1,0.1927,OK
2026-07-06 12:59:42,F1,0.2982,OK
2026-07-06 12:59:53,F1,0.2982,OK
2026-07-06 13:00:03,F1,0.1927,OK
2026-07-06 13:00:13,F1,0.2455,OK
2026-07-06 13:00:24,F1,0.2982,OK
2026-07-06 13:00:34,F1,0.1927,OK
2026-07-06 13:00:44,F1,0.0000,OK
2026-07-06 13:00:54,F1,0.0000,OK
2026-07-06 13:01:05,F1,0.0000,OK
2026-07-06 13:01:15,F1,0.1927,OK
2026-07-06 13:01:25,F1,0.0845,OK
2026-07-06 13:01:36,F1,0.1927,OK
2026-07-06 13:01:46,F1,0.1927,OK
