,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,93378.47924459977,-56207.47265421015,-11636.061581095899,-4496.337040051477,31658.621947902553,37907.149143865594,-7414.300693263178,-38483.3672589395,403.2798204311264,7338.880987093224,24.38938802371847,92.91025614176552,-87.42849200307401,173.06049231635117,423.6333241953997,53.39905826074621,636.477593634093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qN,-56207.47265421015,54357.82985923867,9833.938557309051,4271.385263601,-23210.027580820144,-30526.563836590365,5742.428242251912,28923.033396147173,-271.02612643126827,-4644.474969169588,-15.593101086716361,-179.14082636035243,-65.7372195936546,-1.3343025754160074,-1570.7588832486204,187.70242844680007,-513.6763415407984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaG0,-11636.061581095899,9833.938557309051,31473.07627134583,21634.636351158435,-32622.09177807897,-26413.807357861548,1061.450986674054,7169.374879621687,1661.2266739477166,-4920.406629026149,-17.012612158614846,-72.28507520100283,-41.83184928056137,28.747060396224676,-458.6453224807274,63.17649743730066,96.04441945380879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaF0,-4496.337040051477,4271.385263601,21634.636351158435,16194.309697325218,-19814.612561974092,-19874.740764075137,874.5945419678454,2325.007393733206,1231.6605514273826,-1678.6583748451744,-5.769252824739389,-32.47091568645096,-19.369822489404026,12.649851808346828,-198.1792112913493,29.584268762247717,66.53670216145926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qEG,31658.621947902553,-23210.027580820144,-32622.09177807897,-19814.612561974092,77301.43791691335,24822.101133206892,-808.2090489201246,-21259.014351462087,-1064.6493925435773,-15546.555061870295,-65.19897222223364,214.40335635618354,119.31698560682275,-82.22445552021361,1438.4603209134864,-175.1644578778943,29.286887825914878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qEF,37907.149143865594,-30526.563836590365,-26413.807357861548,-19874.740764075137,24822.101133206892,66225.71695953979,-10823.427339560594,-28727.415546779142,-867.8042559937219,-169.16431969803395,-0.7465873240165426,151.82122152582906,87.7097042069069,-59.38402458027472,1008.3991506899763,-122.55936273437067,8.632643032398049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iG,-7414.300693263178,5742.428242251912,1061.450986674054,874.5945419678454,-808.2090489201246,-10823.427339560594,2592.8499811897573,5726.361075732033,-82.29852792130995,579.2042858134029,1.9529345286840614,-33.5005267284652,-18.366468753796344,13.013580673083194,-230.47827022960726,26.709224928470533,-21.882699392378186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iE,-38483.3672589395,28923.033396147173,7169.374879621687,2325.007393733206,-21259.014351462087,-28727.415546779142,5726.361075732033,30255.131368365164,-618.901521206103,-5443.054159838371,-18.4990623975132,-86.23341551748787,-51.25412850648462,36.536945804987184,-615.2343158229293,72.10270274271777,-103.03851970634153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kd0,403.2798204311264,-271.02612643126827,1661.2266739477166,1231.6605514273826,-1064.6493925435773,-867.8042559937219,-82.29852792130995,-618.901521206103,827.4105425131016,-32.394416628629,-0.1296727175024375,0.08125792260350648,0.7612341643595008,-1.661338450138075,-0.16493147245903036,-0.8615365189026486,-40.524564546234075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,7338.880987093224,-4644.474969169588,-4920.406629026149,-1678.6583748451744,-15546.555061870295,-169.16431969803395,579.2042858134029,-5443.054159838371,-32.394416628629,30196.01120355382,114.73017741227298,-4.074772886581083e-05,-0.0003619757110523674,0.00027781612784929746,0.0002011974949692687,0.0004280831313083008,0.014789430200136594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,24.38938802371847,-15.593101086716361,-17.012612158614846,-5.769252824739389,-65.19897222223364,-0.7465873240165426,1.9529345286840614,-18.4990623975132,-0.1296727175024375,114.73017741227298,0.4526341440841547,-8.920103705422698e-09,-7.109240686186012e-08,5.998975901528485e-08,1.0563968458211787e-09,9.400449151259379e-08,2.366877253514316e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,92.91025614176552,-179.14082636035243,-72.28507520100283,-32.47091568645096,214.40335635618354,151.82122152582906,-33.5005267284652,-86.23341551748787,0.08125792260350648,-4.074772886581083e-05,-8.920103705422698e-09,382.132058972951,216.3114513952193,-149.29154287626022,6.630397607384145,-1.257862692566532,0.07068293765391333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
