,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,5522.174514579654,-2411.6439311774357,-170.0747624250869,224.7919733572266,2758.6238525467243,2589.1934882166943,-667.3453392543875,-2710.2583415174463,0.0,490.35603800270013,5.846343597066762,-56.60275713884959,-28.380259504226498,68.40407345278678,170.59978979547034,5.805458551791238,392.5328669734533,127.18533055767546,534.145388048005,99.35388994613376,599.6941082787275,103.17483240454061,588.1548063982509,-26.66962012052129,-30.721925193356054,-36.42577277616102
qN,-2411.6439311774357,4047.0097596155406,396.7887860728015,-23.77183202763885,-2582.9105479511877,-2106.026520176904,564.7814978359579,1790.3125662868438,0.0,-227.55354963348736,-2.6662192927526642,-190.50775481787235,-52.24488229531428,47.98872815940881,-2035.7120593096151,105.68736634444038,-327.898186376949,24.98294228706535,206.5108010361778,32.50599269272517,338.9590654401985,31.444347672997125,313.3866183291457,-14.26953310538365,-23.488947081934143,-25.785160997633685
betaG0,-170.0747624250869,396.7887860728015,5645.336136532623,3901.2866213060684,-5685.980078934396,-3838.5295726631216,-1.0523778926707372,102.29420243847547,0.0,-331.25564774799517,-4.0781189629701435,-59.17292464437623,-17.64113239990318,24.001733176430974,-466.63201301312176,28.810898288855356,107.97657863972626,-52.028423650184855,-228.14596253679665,-36.34792450360137,-216.34174174908367,-36.437988107559725,-196.25723900182126,11.527193213018652,10.726446475083828,11.385297551686584
betaF0,224.7919733572266,-23.77183202763885,3901.2866213060684,2840.339675444476,-3614.3639874307482,-2758.007638060485,-8.008583771038017,-153.034611688295,0.0,-90.21839990368956,-1.1008635083277478,-23.347707938652103,-7.1070871203417045,10.098838348253027,-176.05536903613122,11.851100765750957,72.65355241096078,-29.15161046567265,-152.66386074898142,-21.099396261899482,-156.0131002015674,-21.64163855742096,-149.9119042573199,8.564975703994651,9.034793487578154,10.473348426120962
qEG,2758.6238525467243,-2582.9105479511877,-5685.980078934396,-3614.3639874307482,10752.625123290332,4570.639416040885,-268.49066430098367,-1634.4415428655213,0.0,-1731.3076650216904,-28.304150320809676,196.75276164445847,56.516530129848725,-72.27579801234545,1650.8276559941621,-89.89199160925777,-48.17464021255363,87.3970461379529,273.8684954524342,57.12714662906451,213.66324868809983,59.60805942724309,205.6777309628292,-11.340027012987674,-6.865271663120194,-8.110694600603496
qEF,2589.1934882166943,-2106.026520176904,-3838.5295726631216,-2758.007638060485,4570.639416040885,5798.819832244866,-784.351569380522,-1535.2676952925838,0.0,-37.13934575858759,-0.6382086930376158,112.0235016370672,32.236605665844294,-41.23433742245989,943.5193291171848,-51.29190065416181,-20.721771363419595,77.55608963279936,320.83337307658667,54.434305796923724,308.71743137262183,56.756744876088625,302.6347570704143,-15.708608951665596,-14.880842674320968,-17.766937940249605
iG,-667.3453392543875,564.7814978359579,-1.0523778926707372,-8.008583771038017,-268.49066430098367,-784.351569380522,209.61189787805586,407.4451924063959,0.0,26.95930350855638,0.3412611864596075,-31.091104375642818,-8.781668817658309,10.888470998508897,-266.3474940360131,13.770526454021601,-12.941638306435259,-9.594785195712833,-19.819090011382805,-5.943820785770908,-9.943091109591048,-6.497581436707512,-12.009459337074913,0.4516328329917462,-0.309349770971851,-0.1259490281523107
iE,-2710.2583415174463,1790.3125662868438,102.29420243847547,-153.034611688295,-1634.4415428655213,-1535.2676952925838,407.4451924063959,1573.8968025182455,0.0,-282.44174887128514,-3.448832940497285,-53.53090992505221,-15.52215443326958,19.611853695843205,-479.4176687853617,24.75674222161602,-44.713883147774695,-49.78019852611381,-200.85110074190445,-36.44262957436337,-205.41695763988338,-38.295690510949036,-205.55789141246524,9.39465817420378,9.530059824177858,11.718547373724453
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,490.35603800270013,-227.55354963348736,-331.25564774799517,-90.21839990368956,-1731.3076650216904,-37.13934575858759,26.95930350855638,-282.44174887128514,0.0,2740.306414211799,40.52833748401334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,5.846343597066762,-2.6662192927526642,-4.0781189629701435,-1.1008635083277478,-28.304150320809676,-0.6382086930376158,0.3412611864596075,-3.448832940497285,0.0,40.52833748401334,0.6183299704829424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
