timestamp,fermentador,flow_sccm,status
2026-07-09 12:20:26,F3,23.1038,OK
2026-07-09 12:20:36,F3,22.6059,OK
2026-07-09 12:20:46,F3,23.0403,OK
2026-07-09 12:20:56,F3,22.7516,OK
2026-07-09 12:21:07,F3,22.7145,OK
2026-07-09 12:21:17,F3,22.4656,OK
2026-07-09 12:21:27,F3,23.0747,OK
2026-07-09 12:21:37,F3,22.4047,OK
2026-07-09 12:21:47,F3,22.8549,OK
2026-07-09 12:21:58,F3,22.5477,OK
2026-07-09 12:22:08,F3,22.6986,OK
2026-07-09 12:22:18,F3,22.8681,OK
2026-07-09 12:22:28,F3,23.4349,OK
2026-07-09 12:22:39,F3,23.3104,OK
2026-07-09 12:22:49,F3,22.8469,OK
2026-07-09 12:22:59,F3,23.0085,OK
2026-07-09 12:23:09,F3,22.7834,OK
2026-07-09 12:23:20,F3,23.0932,OK
2026-07-09 12:23:30,F3,22.7913,OK
2026-07-09 12:23:40,F3,22.7966,OK
2026-07-09 12:23:50,F3,22.6562,OK
2026-07-09 12:24:01,F3,23.3898,OK
2026-07-09 12:24:11,F3,22.7278,OK
2026-07-09 12:24:21,F3,22.4788,OK
2026-07-09 12:24:31,F3,22.3543,OK
2026-07-09 12:24:42,F3,22.2378,OK
2026-07-09 12:24:52,F3,22.6059,OK
2026-07-09 12:25:02,F3,22.0895,OK
2026-07-09 12:25:12,F3,22.3702,OK
2026-07-09 12:25:22,F3,22.3332,OK
2026-07-09 12:25:33,F3,22.2669,OK
2026-07-09 12:25:43,F3,22.4894,OK
2026-07-09 12:25:53,F3,22.3782,OK
2026-07-09 12:26:03,F3,22.1796,OK
2026-07-09 12:26:14,F3,22.4417,OK
2026-07-09 12:26:24,F3,21.9862,OK
2026-07-09 12:26:34,F3,21.6578,OK
2026-07-09 12:26:44,F3,21.4804,OK
2026-07-09 12:26:55,F3,21.4566,OK
2026-07-09 12:27:05,F3,21.2738,OK
2026-07-09 12:27:15,F3,21.1255,OK
2026-07-09 12:27:25,F3,20.6753,OK
2026-07-09 12:27:36,F3,21.0143,OK
2026-07-09 12:27:46,F3,21.8829,OK
2026-07-09 12:27:56,F3,21.5651,OK
2026-07-09 12:28:06,F3,21.6711,OK
2026-07-09 12:28:17,F3,20.6435,OK
2026-07-09 12:28:27,F3,20.9401,OK
2026-07-09 12:28:37,F3,20.9031,OK
2026-07-09 12:28:47,F3,20.6568,OK
2026-07-09 12:28:58,F3,21.1096,OK
2026-07-09 12:29:08,F3,20.7018,OK
2026-07-09 12:29:18,F3,20.6700,OK
2026-07-09 12:29:28,F3,20.3204,OK
2026-07-09 12:29:38,F3,20.9269,OK
2026-07-09 12:29:49,F3,21.4592,OK
2026-07-09 12:29:59,F3,20.7150,OK
2026-07-09 12:30:09,F3,20.8210,OK
2026-07-09 12:30:19,F3,23.6758,OK
2026-07-09 12:30:30,F3,0.0000,Bajo rango
2026-07-09 12:30:40,F3,0.0000,Bajo rango
2026-07-09 12:30:50,F3,0.0000,Bajo rango
2026-07-09 12:31:00,F3,11.4566,OK
2026-07-09 12:31:11,F3,12.9740,OK
2026-07-09 12:31:21,F3,14.4333,OK
2026-07-09 12:31:31,F3,15.4555,OK
2026-07-09 12:31:41,F3,16.0408,OK
2026-07-09 12:31:52,F3,26.3400,OK
2026-07-09 12:32:02,F3,26.2341,OK
2026-07-09 12:32:12,F3,26.2871,OK
2026-07-09 12:32:22,F3,30.7203,OK
2026-07-09 12:32:33,F3,19.8994,OK
2026-07-09 12:32:43,F3,17.8522,OK
2026-07-09 12:32:53,F3,16.9703,OK
2026-07-09 12:33:03,F3,16.2103,OK
2026-07-09 12:33:14,F3,17.0418,OK
2026-07-09 12:33:24,F3,16.9200,OK
2026-07-09 12:33:34,F3,17.3305,OK
2026-07-09 12:33:44,F3,17.3543,OK
2026-07-09 12:33:55,F3,17.6377,OK
2026-07-09 12:34:05,F3,17.0127,OK
2026-07-09 12:34:15,F3,17.0074,OK
2026-07-09 12:34:25,F3,16.7293,OK
2026-07-09 12:34:36,F3,16.8882,OK
2026-07-09 12:34:46,F3,16.5148,OK
2026-07-09 12:34:56,F3,16.7903,OK
2026-07-09 12:35:06,F3,16.8671,OK
2026-07-09 12:35:17,F3,17.5794,OK
2026-07-09 12:35:27,F3,17.5662,OK
2026-07-09 12:35:37,F3,17.4947,OK
2026-07-09 12:35:47,F3,17.5265,OK
2026-07-09 12:35:57,F3,17.6245,OK
2026-07-09 12:36:08,F3,17.3596,OK
2026-07-09 12:36:18,F3,17.9290,OK
2026-07-09 12:36:28,F3,18.1118,OK
2026-07-09 12:36:38,F3,18.4322,OK
2026-07-09 12:36:49,F3,18.1197,OK
2026-07-09 12:36:59,F3,18.4243,OK
2026-07-09 12:37:09,F3,18.5249,OK
2026-07-09 12:37:19,F3,18.6891,OK
2026-07-09 12:37:30,F3,18.5540,OK
2026-07-09 12:37:40,F3,18.4666,OK
2026-07-09 12:37:50,F3,18.6891,OK
2026-07-09 12:38:00,F3,18.2018,OK
2026-07-09 12:38:10,F3,18.4825,OK
2026-07-09 12:38:21,F3,18.4243,OK
2026-07-09 12:38:31,F3,18.4772,OK
2026-07-09 12:38:41,F3,18.6388,OK
2026-07-09 12:38:51,F3,18.0667,OK
2026-07-09 12:39:02,F3,18.3342,OK
2026-07-09 12:39:12,F3,18.0667,OK
2026-07-09 12:39:22,F3,18.0932,OK
2026-07-09 12:39:32,F3,17.5503,OK
2026-07-09 12:39:43,F3,18.0932,OK
2026-07-09 12:39:53,F3,17.8628,OK
2026-07-09 12:40:03,F3,17.8734,OK
2026-07-09 12:40:14,F3,17.8946,OK
2026-07-09 12:40:24,F3,18.0879,OK
2026-07-09 12:40:34,F3,17.9078,OK
2026-07-09 12:40:44,F3,17.4815,OK
2026-07-09 12:40:54,F3,17.4841,OK
2026-07-09 12:41:05,F3,17.5132,OK
2026-07-09 12:41:15,F3,17.3040,OK
2026-07-09 12:41:25,F3,17.4285,OK
2026-07-09 12:41:35,F3,16.9359,OK
2026-07-09 12:41:46,F3,17.5344,OK
2026-07-09 12:41:56,F3,17.2802,OK
2026-07-09 12:42:06,F3,17.2855,OK
2026-07-09 12:42:16,F3,17.8761,OK
2026-07-09 12:42:27,F3,17.0339,OK
2026-07-09 12:42:37,F3,17.1901,OK
2026-07-09 12:42:47,F3,16.9068,OK
