timestamp,fermentador,T,SP,banda,cold,hot,nutricion_activa,freq_nut
2026-07-09 12:20:19,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:22,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:26,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:29,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:32,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:36,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:39,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:43,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:46,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:50,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:53,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:20:56,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:00,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:03,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:07,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:10,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:13,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:17,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:20,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:24,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:27,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:30,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:34,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:37,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:41,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:44,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:47,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:51,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:54,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:21:58,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:01,F3,23.1,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:05,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:08,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:11,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:15,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:18,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:22,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:25,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:28,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:32,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:35,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:39,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:42,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:45,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:49,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:52,F3,23.2,20.00,0.50,1,0,0,1000.0
2026-07-09 12:22:56,F3,23.2,20.00,0.50,1,0,0,1000.0
